State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Arhar/Tur,51728,4293
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Bajra,2614,3307
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Castor seed,30203,1843
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Cotton(lint),19299,12069
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Cowpea(Lobia),846,150
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Dry chillies,4101,10425
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Groundnut,733960,174682
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Horse-gram,1212,645
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Jowar,7190,7535
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Maize,25447,63465
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Mesta,15,117
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Moong(Green Gram),785,504
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Onion,2757,39563
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Other Kharif pulses,3,1
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,other oilseeds,50,1007
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Ragi,1574,2679
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Rice,37720,94531
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Small millets,1092,714
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Soyabean,1656,2676
Andhra Pradesh,ANANTAPUR,2011,Kharif     ,Urad,32,17
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Arhar/Tur,17,1
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Bajra,116,147
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Cowpea(Lobia),15,12
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Dry chillies,64,83
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Gram,68483,38008
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Groundnut,19876,32696
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Horse-gram,986,577
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Jowar,7907,3882
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Maize,6208,48168
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Moong(Green Gram),132,79
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Onion,208,4259
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Ragi,1695,3421
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Rice,10948,25542
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Safflower,84,63
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Small millets,10,7
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Urad,446,313
Andhra Pradesh,ANANTAPUR,2011,Rabi       ,Wheat,75,100
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Arecanut,541,267
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Banana,8000,505176
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Coriander,2399,1327
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Potato,18,181
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Sugarcane,410,39186
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Sunflower,13277,12094
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Sweet potato,2,26
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Tobacco,140,226
Andhra Pradesh,ANANTAPUR,2011,Whole Year ,Turmeric,321,2645
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Arhar/Tur,8019,1203
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Bajra,2353,4958
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Castor seed,175,11
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Cotton(lint),400,65
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Cowpea(Lobia),1078,347
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Groundnut,132056,82799
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Horse-gram,3394,1806
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Jowar,65,80
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Maize,930,3084
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Moong(Green Gram),506,325
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Onion,180,2594
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Other Kharif pulses,2102,671
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Ragi,6608,7203
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Rice,17342,55719
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Sesamum,88,20
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Small millets,379,128
Andhra Pradesh,CHITTOOR,2011,Kharif     ,Urad,388,207
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Arhar/Tur,12,2
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Bajra,2,4
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Cowpea(Lobia),9,7
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Dry chillies,1897,2474
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Gram,2,1
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Groundnut,14103,45637
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Horse-gram,1621,1149
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Linseed,11,2
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Maize,877,6805
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Moong(Green Gram),270,161
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Onion,196,4013
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Other  Rabi pulses,17,5
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Ragi,693,1398
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Rice,33764,113211
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Sesamum,284,146
Andhra Pradesh,CHITTOOR,2011,Rabi       ,Urad,2528,1772
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Banana,886,55948
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Cashewnut,76,19
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Coriander,74,43
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Potato,1151,15206
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Sugarcane,28405,2577106
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Sunflower,1342,927
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Sweet potato,288,3490
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Tapioca,10,100
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Tobacco,51,82
Andhra Pradesh,CHITTOOR,2011,Whole Year ,Turmeric,31,255
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Arhar/Tur,295,156
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Bajra,94,78
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Castor seed,46,24
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Cotton(lint),13150,19880
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Dry chillies,150,570
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Groundnut,47,66
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Jowar,183,393
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Maize,468,1727
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Mesta,32,
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Moong(Green Gram),401,234
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Niger seed,1,
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Onion,808,11645
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,other oilseeds,7595,130102
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Ragi,190,135
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Rice,197445,589741
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Sesamum,110,25
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Small millets,255,157
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Soyabean,50,81
Andhra Pradesh,EAST GODAVARI,2011,Kharif     ,Urad,3330,1668
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Arhar/Tur,27,14
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Bajra,6,5
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Cowpea(Lobia),98,78
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Dry chillies,180,784
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Gram,92,139
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Groundnut,227,544
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Horse-gram,45,19
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Maize,8067,54017
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Moong(Green Gram),33158,13031
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Onion,38,973
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,other oilseeds,88,1858
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Rice,139649,587084
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Sesamum,688,149
Andhra Pradesh,EAST GODAVARI,2011,Rabi       ,Urad,27849,2674
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Arecanut,20,8
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Banana,13620,302514
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Cashewnut,33233,6329
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Sugarcane,12618,1069560
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Sunflower,344,365
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Sweet potato,35,450
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Tapioca,12439,124228
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Tobacco,4538,12728
Andhra Pradesh,EAST GODAVARI,2011,Whole Year ,Turmeric,296,2222
Andhra Pradesh,GUNTUR,2011,Kharif     ,Arhar/Tur,16678,16745
Andhra Pradesh,GUNTUR,2011,Kharif     ,Bajra,12,21
Andhra Pradesh,GUNTUR,2011,Kharif     ,Castor seed,1789,2596
Andhra Pradesh,GUNTUR,2011,Kharif     ,Cotton(lint),162714,346485
Andhra Pradesh,GUNTUR,2011,Kharif     ,Dry chillies,74418,319402
Andhra Pradesh,GUNTUR,2011,Kharif     ,Groundnut,341,477
Andhra Pradesh,GUNTUR,2011,Kharif     ,Maize,792,2922
Andhra Pradesh,GUNTUR,2011,Kharif     ,Moong(Green Gram),919,35
Andhra Pradesh,GUNTUR,2011,Kharif     ,Onion,959,13821
Andhra Pradesh,GUNTUR,2011,Kharif     ,other oilseeds,7,149
Andhra Pradesh,GUNTUR,2011,Kharif     ,Rice,281790,1080921
Andhra Pradesh,GUNTUR,2011,Kharif     ,Sesamum,2532,1152
Andhra Pradesh,GUNTUR,2011,Kharif     ,Soyabean,5,8
Andhra Pradesh,GUNTUR,2011,Kharif     ,Urad,172,189
Andhra Pradesh,GUNTUR,2011,Rabi       ,Arhar/Tur,401,403
Andhra Pradesh,GUNTUR,2011,Rabi       ,Dry chillies,1706,7431
Andhra Pradesh,GUNTUR,2011,Rabi       ,Gram,11693,23854
Andhra Pradesh,GUNTUR,2011,Rabi       ,Groundnut,4750,13775
Andhra Pradesh,GUNTUR,2011,Rabi       ,Jowar,21061,125945
Andhra Pradesh,GUNTUR,2011,Rabi       ,Maize,70965,627331
Andhra Pradesh,GUNTUR,2011,Rabi       ,Moong(Green Gram),17266,15298
Andhra Pradesh,GUNTUR,2011,Rabi       ,other oilseeds,5,8
Andhra Pradesh,GUNTUR,2011,Rabi       ,Ragi,114,173
Andhra Pradesh,GUNTUR,2011,Rabi       ,Rapeseed &Mustard,666,1572
Andhra Pradesh,GUNTUR,2011,Rabi       ,Rice,11012,39060
Andhra Pradesh,GUNTUR,2011,Rabi       ,Sesamum,1312,283
Andhra Pradesh,GUNTUR,2011,Rabi       ,Urad,55286,60759
Andhra Pradesh,GUNTUR,2011,Whole Year ,Banana,5595,216308
Andhra Pradesh,GUNTUR,2011,Whole Year ,Cashewnut,162,42
Andhra Pradesh,GUNTUR,2011,Whole Year ,Sugarcane,967,100572
Andhra Pradesh,GUNTUR,2011,Whole Year ,Sunflower,1,1
Andhra Pradesh,GUNTUR,2011,Whole Year ,Sweet potato,21,270
Andhra Pradesh,GUNTUR,2011,Whole Year ,Tobacco,4487,14803
Andhra Pradesh,GUNTUR,2011,Whole Year ,Turmeric,5593,43737
Andhra Pradesh,KADAPA,2011,Kharif     ,Arhar/Tur,8998,2250
Andhra Pradesh,KADAPA,2011,Kharif     ,Bajra,2209,5728
Andhra Pradesh,KADAPA,2011,Kharif     ,Castor seed,2015,123
Andhra Pradesh,KADAPA,2011,Kharif     ,Cotton(lint),30845,48314
Andhra Pradesh,KADAPA,2011,Kharif     ,Cowpea(Lobia),465,110
Andhra Pradesh,KADAPA,2011,Kharif     ,Dry chillies,624,2497
Andhra Pradesh,KADAPA,2011,Kharif     ,Groundnut,36869,12167
Andhra Pradesh,KADAPA,2011,Kharif     ,Horse-gram,288,153
Andhra Pradesh,KADAPA,2011,Kharif     ,Jowar,5273,3317
Andhra Pradesh,KADAPA,2011,Kharif     ,Maize,574,1903
Andhra Pradesh,KADAPA,2011,Kharif     ,Moong(Green Gram),56,36
Andhra Pradesh,KADAPA,2011,Kharif     ,Onion,4380,57588
Andhra Pradesh,KADAPA,2011,Kharif     ,Other Kharif pulses,20,7
Andhra Pradesh,KADAPA,2011,Kharif     ,Ragi,16,19
Andhra Pradesh,KADAPA,2011,Kharif     ,Rice,47290,141161
Andhra Pradesh,KADAPA,2011,Kharif     ,Sesamum,25,6
Andhra Pradesh,KADAPA,2011,Kharif     ,Small millets,129,84
Andhra Pradesh,KADAPA,2011,Kharif     ,Soyabean,389,629
Andhra Pradesh,KADAPA,2011,Kharif     ,Urad,256,136
Andhra Pradesh,KADAPA,2011,Rabi       ,Arhar/Tur,81,20
Andhra Pradesh,KADAPA,2011,Rabi       ,Bajra,1926,4994
Andhra Pradesh,KADAPA,2011,Rabi       ,Cowpea(Lobia),409,326
Andhra Pradesh,KADAPA,2011,Rabi       ,Dry chillies,18,23
Andhra Pradesh,KADAPA,2011,Rabi       ,Gram,90366,74913
Andhra Pradesh,KADAPA,2011,Rabi       ,Groundnut,20188,48350
Andhra Pradesh,KADAPA,2011,Rabi       ,Horse-gram,994,380
Andhra Pradesh,KADAPA,2011,Rabi       ,Jowar,7881,2624
Andhra Pradesh,KADAPA,2011,Rabi       ,Linseed,350,74
Andhra Pradesh,KADAPA,2011,Rabi       ,Maize,1014,7868
Andhra Pradesh,KADAPA,2011,Rabi       ,Moong(Green Gram),255,152
Andhra Pradesh,KADAPA,2011,Rabi       ,Onion,1034,3154
Andhra Pradesh,KADAPA,2011,Rabi       ,Other  Rabi pulses,29,10
Andhra Pradesh,KADAPA,2011,Rabi       ,Ragi,124,250
Andhra Pradesh,KADAPA,2011,Rabi       ,Rice,6606,17499
Andhra Pradesh,KADAPA,2011,Rabi       ,Sesamum,4848,2487
Andhra Pradesh,KADAPA,2011,Rabi       ,Small millets,302,198
Andhra Pradesh,KADAPA,2011,Rabi       ,Urad,7575,5310
Andhra Pradesh,KADAPA,2011,Rabi       ,Wheat,17,22
Andhra Pradesh,KADAPA,2011,Whole Year ,Banana,7900,518880
Andhra Pradesh,KADAPA,2011,Whole Year ,Cashewnut,6,2
Andhra Pradesh,KADAPA,2011,Whole Year ,Coriander,4710,2727
Andhra Pradesh,KADAPA,2011,Whole Year ,Sugarcane,735,59825
Andhra Pradesh,KADAPA,2011,Whole Year ,Sunflower,62079,39749
Andhra Pradesh,KADAPA,2011,Whole Year ,Sweet potato,49,630
Andhra Pradesh,KADAPA,2011,Whole Year ,Tobacco,142,230
Andhra Pradesh,KADAPA,2011,Whole Year ,Turmeric,7447,61363
Andhra Pradesh,KRISHNA,2011,Kharif     ,Arhar/Tur,3133,1889
Andhra Pradesh,KRISHNA,2011,Kharif     ,Cotton(lint),59845,122506
Andhra Pradesh,KRISHNA,2011,Kharif     ,Dry chillies,12656,37462
Andhra Pradesh,KRISHNA,2011,Kharif     ,Groundnut,1730,3256
Andhra Pradesh,KRISHNA,2011,Kharif     ,Maize,4876,19275
Andhra Pradesh,KRISHNA,2011,Kharif     ,Moong(Green Gram),6930,5163
Andhra Pradesh,KRISHNA,2011,Kharif     ,Onion,7,101
Andhra Pradesh,KRISHNA,2011,Kharif     ,other oilseeds,3823,81640
Andhra Pradesh,KRISHNA,2011,Kharif     ,Rice,262826,980105
Andhra Pradesh,KRISHNA,2011,Kharif     ,Sesamum,174,39
Andhra Pradesh,KRISHNA,2011,Kharif     ,Urad,1503,727
Andhra Pradesh,KRISHNA,2011,Rabi       ,Arhar/Tur,1,1
Andhra Pradesh,KRISHNA,2011,Rabi       ,Dry chillies,1568,6830
Andhra Pradesh,KRISHNA,2011,Rabi       ,Gram,1283,1944
Andhra Pradesh,KRISHNA,2011,Rabi       ,Groundnut,2504,5454
Andhra Pradesh,KRISHNA,2011,Rabi       ,Horse-gram,89,37
Andhra Pradesh,KRISHNA,2011,Rabi       ,Jowar,905,4212
Andhra Pradesh,KRISHNA,2011,Rabi       ,Maize,19811,145631
Andhra Pradesh,KRISHNA,2011,Rabi       ,Moong(Green Gram),5913,4027
Andhra Pradesh,KRISHNA,2011,Rabi       ,Onion,25,640
Andhra Pradesh,KRISHNA,2011,Rabi       ,Rapeseed &Mustard,2699,6602
Andhra Pradesh,KRISHNA,2011,Rabi       ,Rice,9203,31437
Andhra Pradesh,KRISHNA,2011,Rabi       ,Sesamum,1345,291
Andhra Pradesh,KRISHNA,2011,Rabi       ,Urad,173354,155325
Andhra Pradesh,KRISHNA,2011,Whole Year ,Banana,1180,35937
Andhra Pradesh,KRISHNA,2011,Whole Year ,Cashewnut,180,46
Andhra Pradesh,KRISHNA,2011,Whole Year ,Dry ginger,55,508
Andhra Pradesh,KRISHNA,2011,Whole Year ,Sugarcane,16024,1621860
Andhra Pradesh,KRISHNA,2011,Whole Year ,Sunflower,38,40
Andhra Pradesh,KRISHNA,2011,Whole Year ,Sweet potato,10,128
Andhra Pradesh,KRISHNA,2011,Whole Year ,Tobacco,3425,13256
Andhra Pradesh,KRISHNA,2011,Whole Year ,Turmeric,2670,28540
Andhra Pradesh,KURNOOL,2011,Kharif     ,Arhar/Tur,48261,12789
Andhra Pradesh,KURNOOL,2011,Kharif     ,Bajra,5174,2427
Andhra Pradesh,KURNOOL,2011,Kharif     ,Castor seed,115092,7021
Andhra Pradesh,KURNOOL,2011,Kharif     ,Cotton(lint),97242,122387
Andhra Pradesh,KURNOOL,2011,Kharif     ,Cowpea(Lobia),4,1
Andhra Pradesh,KURNOOL,2011,Kharif     ,Dry chillies,19629,41535
Andhra Pradesh,KURNOOL,2011,Kharif     ,Groundnut,84011,20835
Andhra Pradesh,KURNOOL,2011,Kharif     ,Jowar,14115,46368
Andhra Pradesh,KURNOOL,2011,Kharif     ,Maize,21650,92705
Andhra Pradesh,KURNOOL,2011,Kharif     ,Mesta,1005,7806
Andhra Pradesh,KURNOOL,2011,Kharif     ,Moong(Green Gram),1284,824
Andhra Pradesh,KURNOOL,2011,Kharif     ,Onion,24460,358241
Andhra Pradesh,KURNOOL,2011,Kharif     ,Ragi,2,2
Andhra Pradesh,KURNOOL,2011,Kharif     ,Rice,91984,333882
Andhra Pradesh,KURNOOL,2011,Kharif     ,Sesamum,19,4
Andhra Pradesh,KURNOOL,2011,Kharif     ,Small millets,8704,5692
Andhra Pradesh,KURNOOL,2011,Kharif     ,Soyabean,101,163
Andhra Pradesh,KURNOOL,2011,Kharif     ,Urad,3657,1949
Andhra Pradesh,KURNOOL,2011,Rabi       ,Arhar/Tur,760,201
Andhra Pradesh,KURNOOL,2011,Rabi       ,Bajra,619,290
Andhra Pradesh,KURNOOL,2011,Rabi       ,Cowpea(Lobia),12,10
Andhra Pradesh,KURNOOL,2011,Rabi       ,Dry chillies,911,1188
Andhra Pradesh,KURNOOL,2011,Rabi       ,Gram,201034,153188
Andhra Pradesh,KURNOOL,2011,Rabi       ,Groundnut,17307,26428
Andhra Pradesh,KURNOOL,2011,Rabi       ,Horse-gram,593,347
Andhra Pradesh,KURNOOL,2011,Rabi       ,Jowar,70555,128692
Andhra Pradesh,KURNOOL,2011,Rabi       ,Maize,7852,60924
Andhra Pradesh,KURNOOL,2011,Rabi       ,Moong(Green Gram),1518,906
Andhra Pradesh,KURNOOL,2011,Rabi       ,Onion,2449,68156
Andhra Pradesh,KURNOOL,2011,Rabi       ,Rapeseed &Mustard,3040,7478
Andhra Pradesh,KURNOOL,2011,Rabi       ,Rice,14738,46042
Andhra Pradesh,KURNOOL,2011,Rabi       ,Safflower,143,104
Andhra Pradesh,KURNOOL,2011,Rabi       ,Sesamum,425,218
Andhra Pradesh,KURNOOL,2011,Rabi       ,Small millets,535,350
Andhra Pradesh,KURNOOL,2011,Rabi       ,Urad,8925,6256
Andhra Pradesh,KURNOOL,2011,Rabi       ,Wheat,221,243
Andhra Pradesh,KURNOOL,2011,Whole Year ,Banana,612,18621
Andhra Pradesh,KURNOOL,2011,Whole Year ,Coriander,3151,1711
Andhra Pradesh,KURNOOL,2011,Whole Year ,Potato,32,321
Andhra Pradesh,KURNOOL,2011,Whole Year ,Sugarcane,985,100261
Andhra Pradesh,KURNOOL,2011,Whole Year ,Sunflower,32425,21656
Andhra Pradesh,KURNOOL,2011,Whole Year ,Sweet potato,41,527
Andhra Pradesh,KURNOOL,2011,Whole Year ,Tobacco,9007,14529
Andhra Pradesh,KURNOOL,2011,Whole Year ,Turmeric,4778,39371
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Arhar/Tur,38173,12444
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Bajra,9738,20450
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Castor seed,12329,5105
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Cotton(lint),57941,140142
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Cowpea(Lobia),3,1
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Dry chillies,21257,55056
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Groundnut,2172,150
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Jowar,66,142
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Maize,587,2629
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Moong(Green Gram),3141,1219
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Onion,603,8690
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Ragi,35,25
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Rice,39122,134932
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Sesamum,2451,1456
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Small millets,23,46
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Soyabean,7,11
Andhra Pradesh,PRAKASAM,2011,Kharif     ,Urad,2306,1155
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Bajra,377,792
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Cowpea(Lobia),3599,2865
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Dry chillies,10727,51533
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Gram,94684,138996
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Groundnut,4106,12330
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Horse-gram,336,140
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Jowar,10975,23146
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Maize,12951,100642
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Moong(Green Gram),916,432
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Onion,297,7603
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Ragi,954,1636
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Rapeseed &Mustard,5,12
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Rice,79396,292098
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Sesamum,2163,467
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Small millets,994,964
Andhra Pradesh,PRAKASAM,2011,Rabi       ,Urad,26175,11517
Andhra Pradesh,PRAKASAM,2011,Whole Year ,Banana,430,11455
Andhra Pradesh,PRAKASAM,2011,Whole Year ,Cashewnut,1078,277
Andhra Pradesh,PRAKASAM,2011,Whole Year ,Coriander,529,501
Andhra Pradesh,PRAKASAM,2011,Whole Year ,Sugarcane,423,34263
Andhra Pradesh,PRAKASAM,2011,Whole Year ,Sunflower,17007,18623
Andhra Pradesh,PRAKASAM,2011,Whole Year ,Sweet potato,99,1571
Andhra Pradesh,PRAKASAM,2011,Whole Year ,Tobacco,62776,109504
Andhra Pradesh,PRAKASAM,2011,Whole Year ,Turmeric,1343,10084
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Arhar/Tur,578,306
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Bajra,604,1436
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Castor seed,103,55
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Cotton(lint),16925,34716
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Dry chillies,24,91
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Groundnut,7141,18010
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Jowar,14,30
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Maize,207,764
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Moong(Green Gram),752,439
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Onion,143,2061
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,other oilseeds,694,14820
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Ragi,28,20
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Rice,53137,195269
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Sesamum,1964,448
Andhra Pradesh,SPSR NELLORE,2011,Kharif     ,Urad,992,497
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Arhar/Tur,119,63
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Bajra,49,116
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Cowpea(Lobia),98,78
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Dry chillies,2097,9650
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Gram,11944,16339
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Groundnut,4260,12771
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Horse-gram,71,30
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Jowar,484,2253
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Maize,1219,9458
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Moong(Green Gram),3230,1544
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Onion,5,128
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Ragi,96,146
Andhra Pradesh,SPSR NELLORE,2011,Rabi       ,Rice,201435,836157
